SOA Code,SOA Name,HSCT,AA1998,AA2008,LGD1992NAME,WARD1992(1),WARD1992(2),URBAN_RURAL(2015),Number SAs,SQ Km
95GG12S1,Botanic 1,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,BOTANIC,,Urban,4,0.34
95GG12S2,Botanic 2,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,BOTANIC,,Urban,6,0.28
95GG12S3,Botanic 3,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,BOTANIC,,Urban,6,0.17
95GG12S4,Botanic 4,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,BOTANIC,,Urban,5,0.24
95GG12S5,Botanic 5,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,BOTANIC,,Urban,5,0.26
95GG13S1,Castleview 1,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,CASTLEVIEW,,Urban,5,0.41
95GG13S2,Castleview 2,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,CASTLEVIEW,,Urban,4,0.47
95GG13S3,Castleview 3,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,CASTLEVIEW,,Urban,5,0.54
95GG14S1,Cavehill 1,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,CAVEHILL,,Urban,5,0.55
95GG14S2,Cavehill 2,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,CAVEHILL,,Urban,5,0.4
95GG14S3,Cavehill 3,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,CAVEHILL,,Urban,5,2.46
95GG15S1,Cherryvalley 1,Belfast HSCT,BELFAST EAST,BELFAST EAST,BELFAST,CHERRYVALLEY,,Urban,5,0.98
95GG15S2,Cherryvalley 2,Belfast HSCT,BELFAST EAST,BELFAST EAST,BELFAST,CHERRYVALLEY,,Urban,6,0.43
95GG15S3,Cherryvalley 3,Belfast HSCT,BELFAST EAST,BELFAST EAST,BELFAST,CHERRYVALLEY,,Urban,7,0.58
95GG16S1,Chichester Park 1,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,CHICHESTER PARK,,Urban,4,0.26
95GG16S2,Chichester Park 2,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,CHICHESTER PARK,,Urban,3,0.27
95GG16S3,Chichester Park 3,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,CHICHESTER PARK,,Urban,5,0.42
95GG17S1,Cliftonville 1,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,CLIFTONVILLE,,Urban,5,0.26
95GG17S2,Cliftonville 2,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,CLIFTONVILLE,,Urban,5,0.4
95GG17S3,Cliftonville 3,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,CLIFTONVILLE,,Urban,5,0.53
95GG18S1,Clonard 1,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,CLONARD,,Urban,7,0.37
95GG18S2,Clonard 2,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,CLONARD,,Urban,4,0.24
95GG19S1,Crumlin 1 (Belfast LGD),Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,CRUMLIN (BELFAST),,Urban,7,0.3
95GG19S2,Crumlin 2 (Belfast LGD),Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,CRUMLIN (BELFAST),,Urban,6,0.53
95GG20S1,Duncairn 1,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,DUNCAIRN,,Urban,7,8.74
95GG20S2,Duncairn 2,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,DUNCAIRN,,Urban,8,0.5
95GG21S1,Falls 1,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,FALLS,,Urban,5,0.45
95GG21S2,Falls 2,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,FALLS,,Urban,5,0.26
95GG21S3,Falls 3,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,FALLS,,Urban,2,0.49
95GG22S1,Falls Park 1,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,FALLS PARK,,Urban,6,1.75
95GG22S2,Falls Park 2,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,FALLS PARK,,Urban,5,0.29
95GG22S3,Falls Park 3,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,FALLS PARK,,Urban,5,0.3
95GG23S1,Finaghy 1,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,FINAGHY,,Urban,5,1.56
95GG23S2,Finaghy 2,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,FINAGHY,,Urban,5,0.56
95GG23S3,Finaghy 3,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,FINAGHY,,Urban,5,0.47
95GG24S1,Fortwilliam 1,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,FORTWILLIAM,,Urban,3,0.34
95GG24S2,Fortwilliam 2,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,FORTWILLIAM,,Urban,6,0.2
95GG24S3,Fortwilliam 3,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,FORTWILLIAM,,Urban,5,0.49
95GG25S1,Glen Road 1,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,GLEN ROAD,,Urban,4,0.99
95GG25S2,Glen Road 2,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,GLEN ROAD,,Urban,6,0.32
95GG25S3,Glen Road 3,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,GLEN ROAD,,Urban,5,0.27
95GG26S1,Glencairn 1,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,GLENCAIRN,,Urban,7,3.68
95GG26S2,Glencairn 2,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,GLENCAIRN,,Urban,7,0.42
95GG27S1,Glencolin 1,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,GLENCOLIN,,Mixed urban/rural,4,8.62
95GG27S2,Glencolin 2,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,GLENCOLIN,,Urban,3,0.47
95GG27S3,Glencolin 3,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,GLENCOLIN,,Urban,3,0.18
95GG27S4,Glencolin 4,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,GLENCOLIN,,Urban,5,0.27
95GG28S1,Highfield 1,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,HIGHFIELD,,Urban,5,1.73
95GG28S2,Highfield 2,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,HIGHFIELD,,Urban,6,0.68
95GG28S3,Highfield 3,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,HIGHFIELD,,Urban,6,0.28
95GG29S1,Island 1,Belfast HSCT,BELFAST EAST,BELFAST EAST,BELFAST,ISLAND,,Urban,6,3.39
95GG29S2,Island 2,Belfast HSCT,BELFAST EAST,BELFAST EAST,BELFAST,ISLAND,,Urban,5,0.42
95GG30S1,Knock 1,Belfast HSCT,BELFAST EAST,BELFAST EAST,BELFAST,KNOCK,,Urban,7,0.42
95GG30S2,Knock 2,Belfast HSCT,BELFAST EAST,BELFAST EAST,BELFAST,KNOCK,,Urban,5,0.5
95GG30S3,Knock 3,Belfast HSCT,BELFAST EAST,BELFAST EAST,BELFAST,KNOCK,,Urban,5,0.2
95GG31S1,Ladybrook 1,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,LADYBROOK,,Urban,5,0.51
95GG31S2,Ladybrook 2,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,LADYBROOK,,Urban,6,0.44
95GG31S3,Ladybrook 3,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,LADYBROOK,,Urban,6,0.34
95GG32S1,Legoniel 1,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,LEGONIEL,,Urban,6,8.09
95GG32S2,Legoniel 2,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,LEGONIEL,,Urban,5,0.27
95GG32S3,Legoniel 3,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,LEGONIEL,,Urban,6,0.47
95GG33S1,Malone 1,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,MALONE,,Urban,3,1.14
95GG33S2,Malone 2,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,MALONE,,Urban,3,0.57
95GG33S3,Malone 3,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,MALONE,,Urban,7,0.47
95GG34S1,Musgrave 1,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,MUSGRAVE,,Urban,3,0.25
95GG34S2,Musgrave 2,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,MUSGRAVE,,Urban,5,0.39
95GG34S3,Musgrave 3,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,MUSGRAVE,,Urban,4,1.14
95GG35S1,New Lodge 1,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,NEW LODGE,,Urban,4,0.49
95GG35S2,New Lodge 2,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,NEW LODGE,,Urban,4,0.12
95GG35S3,New Lodge 3,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,NEW LODGE,,Urban,5,0.11
95GG36S1,Orangefield 1,Belfast HSCT,BELFAST EAST,BELFAST EAST,BELFAST,ORANGEFIELD,,Urban,5,0.3
95GG36S2,Orangefield 2,Belfast HSCT,BELFAST EAST,BELFAST EAST,BELFAST,ORANGEFIELD,,Urban,5,0.33
95GG36S3,Orangefield 3,Belfast HSCT,BELFAST EAST,BELFAST EAST,BELFAST,ORANGEFIELD,,Urban,7,0.83
95GG37S1,Ravenhill 1,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,RAVENHILL,,Urban,6,1.35
95GG37S2,Ravenhill 2,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,RAVENHILL,,Urban,6,0.28
95GG37S3,Ravenhill 3,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,RAVENHILL,,Urban,7,0.25
95GG38S1,Rosetta 1,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,ROSETTA,,Urban,5,0.89
95GG38S2,Rosetta 2,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,ROSETTA,,Urban,5,0.44
95GG38S3,Rosetta 3,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,ROSETTA,,Urban,6,0.27
95GG39S1,Shaftesbury 1,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,SHAFTESBURY,,Urban,5,1.2
95GG39S2,Shaftesbury 2,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,SHAFTESBURY,,Urban,6,0.56
95GG39S3,Shaftesbury 3,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,SHAFTESBURY,,Urban,5,0.48
95GG40S1,Shankill 1,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,SHANKILL,,Urban,6,0.31
95GG40S2,Shankill 2,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,SHANKILL,,Urban,8,0.61
95GG41S1,Stormont 1,Belfast HSCT,BELFAST EAST,BELFAST EAST,BELFAST,STORMONT,,Urban,6,5.13
95GG41S2,Stormont 2,Belfast HSCT,BELFAST EAST,BELFAST EAST,BELFAST,STORMONT,,Urban,5,1.29
95GG41S3,Stormont 3,Belfast HSCT,BELFAST EAST,BELFAST EAST,BELFAST,STORMONT,,Urban,5,0.62
95GG42S1,Stranmillis 1,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,STRANMILLIS,,Urban,5,1.16
95GG42S2,Stranmillis 2,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,STRANMILLIS,,Urban,2,0.3
95GG42S3,Stranmillis 3,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,STRANMILLIS,,Urban,5,0.53
95GG42S4,Stranmillis 4,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,STRANMILLIS,,Urban,7,0.48
95GG43S1,Sydenham 1,Belfast HSCT,BELFAST EAST,BELFAST EAST,BELFAST,SYDENHAM,,Urban,5,5.82
95GG43S2,Sydenham 2,Belfast HSCT,BELFAST EAST,BELFAST EAST,BELFAST,SYDENHAM,,Urban,6,0.22
95GG43S3,Sydenham 3,Belfast HSCT,BELFAST EAST,BELFAST EAST,BELFAST,SYDENHAM,,Urban,7,0.2
95GG44S1,The Mount 1,Belfast HSCT,BELFAST EAST,BELFAST EAST,BELFAST,THE MOUNT,,Urban,8,0.4
95GG44S2,The Mount 2,Belfast HSCT,BELFAST EAST,BELFAST EAST,BELFAST,THE MOUNT,,Urban,8,0.35
95GG45S1,Upper Malone 1,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,UPPER MALONE,,Urban,5,3.75
95GG45S2,Upper Malone 2,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,UPPER MALONE,,Urban,6,0.26
95GG45S3,Upper Malone 3,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,UPPER MALONE,,Urban,6,0.31
95GG46S1,Upper Springfield 1,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,UPPER SPRINGFIELD,,Urban,4,1.85
95GG46S2,Upper Springfield 2,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,UPPER SPRINGFIELD,,Urban,5,0.38
95GG46S3,Upper Springfield 3,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,UPPER SPRINGFIELD,,Urban,5,0.27
95GG47S1,Water Works 1,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,WATER WORKS,,Urban,7,0.47
95GG47S2,Water Works 2,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,WATER WORKS,,Urban,6,0.28
95GG47S3,Water Works 3,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,WATER WORKS,,Urban,7,0.52
95GG48S1,Whiterock 1,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,WHITEROCK,,Urban,5,0.25
95GG48S2,Whiterock 2,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,WHITEROCK,,Urban,4,0.35
95GG48S3,Whiterock 3,Belfast HSCT,BELFAST WEST,BELFAST WEST,BELFAST,WHITEROCK,,Urban,5,0.18
95GG49S1,Windsor 1,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,WINDSOR,,Urban,6,0.36
95GG49S2,Windsor 2,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,WINDSOR,,Urban,7,0.26
95GG49S3,Windsor 3,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,WINDSOR,,Urban,6,0.15
95GG49S4,Windsor 4,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,WINDSOR,,Urban,6,0.15
95GG50S1,Woodstock 1,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,WOODSTOCK,,Urban,6,0.12
95GG50S2,Woodstock 2,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,WOODSTOCK,,Urban,6,0.28
95GG50S3,Woodstock 3,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,BELFAST,WOODSTOCK,,Urban,7,0.16
95GG51S1,Woodvale 1,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,WOODVALE,,Urban,6,0.17
95GG51S2,Woodvale 2,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,WOODVALE,,Urban,6,0.24
95GG51S3,Woodvale 3,Belfast HSCT,BELFAST NORTH,BELFAST NORTH,BELFAST,WOODVALE,,Urban,6,0.16
95HH01W1,Blackhead,Northern HSCT,EAST ANTRIM,EAST ANTRIM,CARRICKFERGUS,BLACKHEAD,,Rural,6,2.37
95HH02S1,Bluefield 1,Northern HSCT,EAST ANTRIM,EAST ANTRIM,CARRICKFERGUS,BLUEFIELD,,Urban,4,0.33
95HH02S2,Bluefield 2,Northern HSCT,EAST ANTRIM,EAST ANTRIM,CARRICKFERGUS,BLUEFIELD,,Urban,4,0.59
95HH03W1,Boneybefore,Northern HSCT,EAST ANTRIM,EAST ANTRIM,CARRICKFERGUS,BONEYBEFORE,,Urban,6,0.56
95HH04S1,Burleigh Hill 1,Northern HSCT,EAST ANTRIM,EAST ANTRIM,CARRICKFERGUS,BURLEIGH HILL,,Urban,5,0.37
95HH04S2,Burleigh Hill 2,Northern HSCT,EAST ANTRIM,EAST ANTRIM,CARRICKFERGUS,BURLEIGH HILL,,Urban,4,0.77
95HH05W1,Clipperstown,Northern HSCT,EAST ANTRIM,EAST ANTRIM,CARRICKFERGUS,CLIPPERSTOWN,,Urban,7,0.52
95HH06S1,Eden 1,Northern HSCT,EAST ANTRIM,EAST ANTRIM,CARRICKFERGUS,EDEN,,Mixed urban/rural,5,20.42
95HH06S2,Eden 2,Northern HSCT,EAST ANTRIM,EAST ANTRIM,CARRICKFERGUS,EDEN,,Urban,6,1.34
95HH07W1,Gortalee,Northern HSCT,EAST ANTRIM,EAST ANTRIM,CARRICKFERGUS,GORTALEE,,Urban,5,0.34
95HH08W1,Greenisland,Northern HSCT,EAST ANTRIM,EAST ANTRIM,CARRICKFERGUS,GREENISLAND,,Urban,8,4.54
95HH09W1,Killycrot,Northern HSCT,EAST ANTRIM,EAST ANTRIM,CARRICKFERGUS,KILLYCROT,,Urban,5,1.04
95HH10W1,Knockagh,Northern HSCT,EAST ANTRIM,EAST ANTRIM,CARRICKFERGUS,KNOCKAGH,,Urban,6,3.17
95HH11W1,Love Lane,Northern HSCT,EAST ANTRIM,EAST ANTRIM,CARRICKFERGUS,LOVE LANE,,Urban,4,0.81
95HH12W1,Milebush,Northern HSCT,EAST ANTRIM,EAST ANTRIM,CARRICKFERGUS,MILEBUSH,,Urban,5,0.38
95HH13W1,Northland,Northern HSCT,EAST ANTRIM,EAST ANTRIM,CARRICKFERGUS,NORTHLAND,,Urban,5,0.19
95HH14W1,Sunnylands,Northern HSCT,EAST ANTRIM,EAST ANTRIM,CARRICKFERGUS,SUNNYLANDS,,Urban,6,0.32
95HH15W1,Victoria (Carrickfergus LGD),Northern HSCT,EAST ANTRIM,EAST ANTRIM,CARRICKFERGUS,VICTORIA (CARRICKFERGUS),,Urban,6,1.1
95HH16W1,Whitehead,Northern HSCT,EAST ANTRIM,EAST ANTRIM,CARRICKFERGUS,WHITEHEAD,,Rural,6,6.46
95HH17W1,Woodburn,Northern HSCT,EAST ANTRIM,EAST ANTRIM,CARRICKFERGUS,WOODBURN,,Mixed urban/rural,6,36.22
95II01S1,Ballyhanwood 1,Belfast HSCT,STRANGFORD,BELFAST EAST,CASTLEREAGH,BALLYHANWOOD,,Urban,5,0.68
95II01S2,Ballyhanwood 2,Belfast HSCT,STRANGFORD,BELFAST EAST,CASTLEREAGH,BALLYHANWOOD,,Mixed urban/rural,5,9.87
95II02S1,Beechill 1,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,CASTLEREAGH,BEECHILL,,Urban,2,2.15
95II02S2,Beechill 2,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,CASTLEREAGH,BEECHILL,,Urban,2,1.16
95II02S3,Beechill 3,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,CASTLEREAGH,BEECHILL,,Urban,3,0.51
95II03S1,Cairnshill 1,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,CASTLEREAGH,CAIRNSHILL,,Urban,5,0.59
95II03S2,Cairnshill 2,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,CASTLEREAGH,CAIRNSHILL,,Urban,6,0.33
95II04S1,Carrowreagh 1,Belfast HSCT,STRANGFORD,BELFAST EAST,CASTLEREAGH,CARROWREAGH,,Urban,6,7.04
95II04S2,Carrowreagh 2,Belfast HSCT,STRANGFORD,BELFAST EAST,CASTLEREAGH,CARROWREAGH,,Urban,6,0.46
95II05S1,Carryduff East 1,Belfast HSCT,STRANGFORD,BELFAST SOUTH,CASTLEREAGH,CARRYDUFF EAST,,Urban,4,2.8
95II05S2,Carryduff East 2,Belfast HSCT,STRANGFORD,BELFAST SOUTH,CASTLEREAGH,CARRYDUFF EAST,,Urban,4,1.27
95II06S1,Carryduff West 1,Belfast HSCT,STRANGFORD,BELFAST SOUTH,CASTLEREAGH,CARRYDUFF WEST,,Mixed urban/rural,4,3.69
95II06S2,Carryduff West 2,Belfast HSCT,STRANGFORD,BELFAST SOUTH,CASTLEREAGH,CARRYDUFF WEST,,Urban,4,0.54
95II07W1,Cregagh,Belfast HSCT,BELFAST EAST,BELFAST EAST,CASTLEREAGH,CREGAGH,,Urban,8,0.33
95II08W1,Downshire,Belfast HSCT,BELFAST EAST,BELFAST EAST,CASTLEREAGH,DOWNSHIRE,,Urban,6,0.44
95II09S1,Dundonald 1,Belfast HSCT,STRANGFORD,BELFAST EAST,CASTLEREAGH,DUNDONALD,,Urban,5,1.93
95II09S2,Dundonald 2,Belfast HSCT,STRANGFORD,BELFAST EAST,CASTLEREAGH,DUNDONALD,,Urban,5,0.25
95II10W1,Enler,Belfast HSCT,STRANGFORD,BELFAST EAST,CASTLEREAGH,ENLER,,Urban,9,0.52
95II11W1,Galwally,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,CASTLEREAGH,GALWALLY,,Urban,8,1.05
95II12W1,Gilnahirk,Belfast HSCT,BELFAST EAST,BELFAST EAST,CASTLEREAGH,GILNAHIRK,,Urban,7,0.81
95II13W1,Graham's Bridge,Belfast HSCT,STRANGFORD,BELFAST EAST,CASTLEREAGH,GRAHAMS BRIDGE,,Urban,10,0.92
95II14W1,Hillfoot,Belfast HSCT,BELFAST EAST,BELFAST SOUTH,CASTLEREAGH,HILLFOOT,,Urban,7,1.53
95II15S1,Knockbracken 1,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,CASTLEREAGH,KNOCKBRACKEN,,Urban,4,0.62
95II15S2,Knockbracken 2,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,CASTLEREAGH,KNOCKBRACKEN,,Urban,5,0.47
95II16W1,Lisnasharragh,Belfast HSCT,BELFAST EAST,BELFAST EAST,CASTLEREAGH,LISNASHARRAGH,,Urban,5,0.97
95II17W1,Lower Braniel,Belfast HSCT,BELFAST EAST,BELFAST EAST,CASTLEREAGH,LOWER BRANIEL,,Urban,8,0.89
95II18W1,Minnowburn,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,CASTLEREAGH,MINNOWBURN,,Urban,7,1.47
95II19S1,Moneyreagh 1,Belfast HSCT,STRANGFORD,STRANGFORD,CASTLEREAGH,MONEYREAGH,,Mixed urban/rural,5,26.13
95II19S2,Moneyreagh 2,Belfast HSCT,STRANGFORD,STRANGFORD,CASTLEREAGH,MONEYREAGH,,Rural,6,10.17
95II20W1,Newtownbreda,Belfast HSCT,BELFAST SOUTH,BELFAST SOUTH,CASTLEREAGH,NEWTOWNBREDA,,Urban,8,1.76
95II21W1,Tullycarnet,Belfast HSCT,BELFAST EAST,BELFAST EAST,CASTLEREAGH,Tullycarnet,,Urban,8,0.51
95II22W1,Upper Braniel,Belfast HSCT,BELFAST EAST,BELFAST EAST,CASTLEREAGH,UPPER BRANIEL,,Urban,8,2.82
95II23W1,Wynchurch,Belfast HSCT,BELFAST EAST,BELFAST SOUTH,CASTLEREAGH,WYNCHURCH,,Urban,7,0.49
95JJ01W1,Agivey,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,AGIVEY,,Rural,6,67.33
95JJ02W1,Atlantic,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,ATLANTIC,,Urban,8,4.54
95JJ03S1,Ballysally 1,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,BALLYSALLY,,Urban,5,0.45
95JJ03S2,Ballysally 2,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,BALLYSALLY,,Urban,4,0.47
95JJ04S1,Castlerock 1,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,CASTLEROCK,,Rural,4,23.01
95JJ04S2,Castlerock 2,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,CASTLEROCK,,Rural,4,6.04
95JJ05W1,Central (Coleraine LGD),Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,CENTRAL (COLERAINE),,Urban,6,1.07
95JJ06W1,Churchland,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,CHURCHLAND,,Urban,7,1.27
95JJ07W1,Cross Glebe,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,CROSS GLEBE,,Urban,8,1.26
95JJ08S1,Dundooan 1,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,DUNDOOAN,,Rural,4,39.89
95JJ08S2,Dundooan 2,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,DUNDOOAN,,Mixed urban/rural,3,7.75
95JJ09W1,Dunluce,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,DUNLUCE,,Rural,7,47.77
95JJ10W1,Garvagh,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,GARVAGH,,Rural,6,53.3
95JJ11S1,Hopefield 1,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,HOPEFIELD,,Urban,4,1.37
95JJ11S2,Hopefield 2,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,HOPEFIELD,,Urban,3,0.72
95JJ12W1,Kilrea,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,KILREA,,Rural,7,26.37
95JJ13S1,Knocklynn 1,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,KNOCKLYNN,,Urban,3,2.05
95JJ13S2,Knocklynn 2,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,KNOCKLYNN,,Urban,5,0.9
95JJ14W1,Macosquin,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,MACOSQUIN,,Rural,6,73.5
95JJ15W1,Mount Sandel,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,MOUNT SANDEL,,Urban,5,1.86
95JJ16W1,Portstewart,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,PORTSTEWART,,Urban,7,0.79
95JJ17W1,Ringsend,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,RINGSEND,,Rural,5,107.21
95JJ18W1,Royal Portrush,Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,ROYAL PORTRUSH,,Urban,4,3.91
95JJ19S1,Strand 1 (Coleraine LGD),Northern HSCT,EAST LONDONDERRY,EAST LONDONDERRY,COLERAINE,STRAND (COLERAINE),,Urban,4,2.88
