Area of Usual Residence,Area of Workplace,Females
S02001935,S02001957,2
S02001935,S02001958,17
S02001935,S02001960,1
S02001935,S02001963,7
S02001935,S02001964,2
S02001935,S02001965,2
S02001935,S02001967,1
S02001935,S02001969,1
S02001935,S02001970,3
S02001935,S02001973,1
S02001935,S02001974,2
S02001935,S02001976,1
S02001935,S02002037,1
S02001935,S02002046,2
S02001935,S02002109,2
S02001935,S02002139,3
S02001935,S02002155,2
S02001935,S02002158,1
S02001935,S02002160,2
S02001935,S02002166,5
S02001935,S02002171,1
S02001935,S02002172,1
S02001935,S02002176,1
S02001935,S02002182,1
S02001935,S02002190,1
S02001935,S02002195,4
S02001935,S02002196,2
S02001935,S02002198,1
S02001935,S02002202,1
S02001935,S02002206,1
S02001935,S02002207,1
S02001935,S02002212,1
S02001935,S02002235,2
S02001935,S02002239,1
S02001935,S02002256,1
S02001935,S02002260,1
S02001935,S02002262,1
S02001935,S02002263,1
S02001935,S02002270,4
S02001935,S02002274,10
S02001935,S02002275,1
S02001935,S02002277,1
S02001935,S02002278,4
S02001935,S02002279,1
S02001935,S02002282,10
S02001935,S02002287,1
S02001935,S02002333,1
S02001935,S02002348,1
S02001935,S02002350,1
S02001935,S02002363,1
S02001935,S02002384,1
S02001935,S02002398,2
S02001935,S02002401,2
S02001935,S02002402,1
S02001935,S02002406,1
S02001935,S02002407,1
S02001935,S02002415,1
S02001935,S02002425,2
S02001935,S02002439,1
S02001935,S02002446,1
S02001935,S02002448,2
S02001935,S02002449,1
S02001935,S02002453,3
S02001935,S02002459,1
S02001935,S02002460,1
S02001935,S02002461,6
S02001935,S02002462,1
S02001935,S02002476,1
S02001935,S02002481,4
S02001935,S02002483,1
S02001935,S02002498,1
S02001935,S02002500,1
S02001935,S02002503,1
S02001936,England,3
S02001936,OD0000001,157
S02001936,OD0000003,84
S02001936,OD0000004,2
S02001936,S02001371,1
S02001936,S02001407,1
S02001936,S02001427,1
S02001936,S02001437,1
S02001936,S02001485,1
S02001936,S02001487,3
S02001936,S02001490,1
S02001936,S02001496,1
S02001936,S02001501,1
S02001936,S02001502,1
S02001936,S02001504,1
S02001936,S02001506,1
S02001936,S02001508,1
S02001936,S02001509,1
S02001936,S02001513,4
S02001936,S02001515,2
S02001936,S02001516,1
S02001936,S02001520,3
S02001936,S02001522,1
S02001936,S02001524,1
S02001936,S02001526,2
S02001936,S02001527,5
S02001936,S02001533,1
S02001936,S02001534,1
S02001936,S02001558,4
S02001936,S02001561,1
S02001936,S02001564,1
S02001936,S02001570,1
S02001936,S02001572,1
S02001936,S02001574,4
S02001936,S02001575,1
S02001936,S02001586,1
S02001936,S02001616,1
S02001936,S02001620,1
S02001936,S02001621,3
S02001936,S02001622,1
S02001936,S02001623,1
S02001936,S02001647,1
S02001936,S02001655,2
S02001936,S02001656,1
S02001936,S02001658,2
S02001936,S02001682,4
S02001936,S02001683,2
S02001936,S02001708,1
S02001936,S02001713,1
S02001936,S02001724,1
S02001936,S02001730,1
S02001936,S02001786,1
S02001936,S02001804,1
S02001936,S02001845,4
S02001936,S02001846,1
S02001936,S02001847,1
S02001936,S02001850,4
S02001936,S02001855,19
S02001936,S02001856,5
S02001936,S02001857,3
S02001936,S02001858,3
S02001936,S02001859,5
S02001936,S02001860,33
S02001936,S02001861,2
S02001936,S02001862,6
S02001936,S02001863,2
S02001936,S02001864,1
S02001936,S02001865,1
S02001936,S02001866,1
S02001936,S02001867,1
S02001936,S02001868,2
S02001936,S02001871,1
S02001936,S02001872,1
S02001936,S02001873,3
S02001936,S02001875,1
S02001936,S02001877,1
S02001936,S02001879,1
S02001936,S02001881,1
S02001936,S02001886,3
S02001936,S02001887,1
S02001936,S02001888,2
S02001936,S02001889,3
S02001936,S02001890,9
S02001936,S02001891,3
S02001936,S02001894,12
S02001936,S02001896,2
S02001936,S02001897,1
S02001936,S02001898,1
S02001936,S02001900,1
S02001936,S02001906,1
S02001936,S02001907,2
S02001936,S02001909,3
S02001936,S02001910,2
S02001936,S02001912,2
S02001936,S02001913,1
S02001936,S02001915,1
S02001936,S02001916,3
S02001936,S02001917,1
S02001936,S02001919,3
S02001936,S02001921,1
S02001936,S02001922,10
S02001936,S02001923,1
S02001936,S02001924,6
S02001936,S02001925,1
S02001936,S02001927,7
S02001936,S02001930,2
S02001936,S02001931,3
S02001936,S02001932,94
S02001936,S02001933,112
S02001936,S02001934,179
S02001936,S02001935,24
S02001936,S02001936,76
S02001936,S02001937,28
S02001936,S02001938,18
S02001936,S02001939,3
S02001936,S02001940,2
S02001936,S02001941,6
S02001936,S02001942,3
S02001936,S02001943,6
S02001936,S02001946,4
S02001936,S02001947,1
S02001936,S02001948,2
S02001936,S02001949,2
S02001936,S02001950,3
S02001936,S02001951,3
S02001936,S02001952,220
S02001936,S02001953,34
S02001936,S02001954,3
S02001936,S02001955,3
S02001936,S02001956,5
S02001936,S02001957,7
S02001936,S02001958,29
S02001936,S02001959,3
S02001936,S02001960,1
S02001936,S02001961,2
S02001936,S02001969,1
S02001936,S02001970,8
S02001936,S02001971,3
S02001936,S02001972,1
S02001936,S02001974,4
S02001936,S02001975,1
S02001936,S02001976,3
S02001936,S02001977,1
S02001936,S02002017,1
S02001936,S02002034,1
S02001936,S02002041,5
S02001936,S02002046,4
S02001936,S02002050,2
S02001936,S02002066,1
S02001936,S02002105,1
S02001936,S02002108,1
S02001936,S02002109,1
S02001936,S02002117,1
S02001936,S02002126,1
S02001936,S02002133,1
S02001936,S02002135,1
S02001936,S02002139,2
S02001936,S02002150,1
S02001936,S02002156,2
S02001936,S02002160,2
S02001936,S02002162,3
S02001936,S02002166,1
S02001936,S02002168,1
S02001936,S02002171,1
S02001936,S02002173,1
S02001936,S02002175,3
S02001936,S02002176,1
S02001936,S02002177,1
S02001936,S02002186,8
S02001936,S02002192,1
S02001936,S02002194,1
S02001936,S02002195,1
S02001936,S02002203,1
S02001936,S02002223,1
S02001936,S02002235,3
S02001936,S02002251,1
S02001936,S02002255,3
S02001936,S02002256,2
S02001936,S02002262,1
S02001936,S02002270,10
S02001936,S02002274,7
S02001936,S02002275,1
S02001936,S02002278,5
S02001936,S02002279,1
S02001936,S02002281,2
S02001936,S02002282,11
S02001936,S02002290,2
S02001936,S02002335,1
S02001936,S02002339,1
S02001936,S02002369,1
S02001936,S02002384,1
S02001936,S02002390,2
S02001936,S02002398,1
S02001936,S02002401,1
S02001936,S02002405,2
S02001936,S02002409,3
S02001936,S02002425,1
S02001936,S02002427,1
S02001936,S02002433,1
S02001936,S02002435,1
S02001936,S02002447,2
S02001936,S02002449,2
S02001936,S02002453,4
S02001936,S02002461,13
S02001936,S02002463,1
S02001936,S02002464,1
S02001936,S02002466,1
S02001936,S02002467,2
S02001936,S02002470,1
S02001936,S02002471,8
S02001936,S02002472,1
S02001936,S02002474,1
S02001936,S02002481,4
S02001936,S02002488,1
S02001936,S02002508,1
S02001937,England,6
S02001937,OD0000001,174
S02001937,OD0000003,56
S02001937,S02001371,1
S02001937,S02001387,2
S02001937,S02001412,1
S02001937,S02001471,1
S02001937,S02001496,1
S02001937,S02001497,1
S02001937,S02001501,1
S02001937,S02001502,1
S02001937,S02001503,1
S02001937,S02001504,8
S02001937,S02001506,1
S02001937,S02001508,1
S02001937,S02001511,2
S02001937,S02001512,1
S02001937,S02001515,2
S02001937,S02001516,1
S02001937,S02001523,1
S02001937,S02001524,1
S02001937,S02001525,1
S02001937,S02001526,2
S02001937,S02001527,4
S02001937,S02001558,3
S02001937,S02001559,1
S02001937,S02001560,1
S02001937,S02001563,1
S02001937,S02001564,2
S02001937,S02001568,1
S02001937,S02001574,1
S02001937,S02001575,1
S02001937,S02001620,7
S02001937,S02001622,1
S02001937,S02001641,2
S02001937,S02001642,1
S02001937,S02001643,1
S02001937,S02001660,4
S02001937,S02001663,2
S02001937,S02001683,2
S02001937,S02001702,2
S02001937,S02001703,1
S02001937,S02001705,1
S02001937,S02001706,1
S02001937,S02001715,1
S02001937,S02001724,1
S02001937,S02001779,1
S02001937,S02001843,1
S02001937,S02001845,4
S02001937,S02001847,1
S02001937,S02001849,4
S02001937,S02001850,2
S02001937,S02001852,5
S02001937,S02001855,16
S02001937,S02001856,2
S02001937,S02001859,3
S02001937,S02001860,16
S02001937,S02001862,6
S02001937,S02001863,1
S02001937,S02001864,4
S02001937,S02001866,1
S02001937,S02001867,3
S02001937,S02001870,2
S02001937,S02001871,1
S02001937,S02001872,3
S02001937,S02001876,1
S02001937,S02001881,2
S02001937,S02001882,1
S02001937,S02001886,1
S02001937,S02001888,1
S02001937,S02001889,2
S02001937,S02001890,8
S02001937,S02001891,5
S02001937,S02001892,2
S02001937,S02001894,7
S02001937,S02001896,1
S02001937,S02001897,2
S02001937,S02001903,1
S02001937,S02001906,2
S02001937,S02001907,1
S02001937,S02001908,3
S02001937,S02001909,2
S02001937,S02001910,2
S02001937,S02001920,1
S02001937,S02001921,4
S02001937,S02001922,8
S02001937,S02001923,1
S02001937,S02001924,3
S02001937,S02001925,1
S02001937,S02001926,5
S02001937,S02001927,4
S02001937,S02001928,1
S02001937,S02001929,1
S02001937,S02001931,2
S02001937,S02001932,107
S02001937,S02001933,169
S02001937,S02001934,146
S02001937,S02001935,9
S02001937,S02001936,27
S02001937,S02001937,45
S02001937,S02001938,9
S02001937,S02001939,3
S02001937,S02001940,4
S02001937,S02001941,10
S02001937,S02001943,2
S02001937,S02001944,1
S02001937,S02001946,3
S02001937,S02001949,1
S02001937,S02001950,1
S02001937,S02001951,3
S02001937,S02001952,236
S02001937,S02001953,25
S02001937,S02001954,1
S02001937,S02001955,1
S02001937,S02001956,2
S02001937,S02001957,4
S02001937,S02001958,28
S02001937,S02001959,2
S02001937,S02001960,1
S02001937,S02001961,3
S02001937,S02001963,3
S02001937,S02001969,1
S02001937,S02001970,7
S02001937,S02001971,4
S02001937,S02001974,4
S02001937,S02001975,2
S02001937,S02001976,5
S02001937,S02001977,2
S02001937,S02001998,3
S02001937,S02002041,2
S02001937,S02002043,2
S02001937,S02002048,1
S02001937,S02002102,1
S02001937,S02002138,1
S02001937,S02002139,5
S02001937,S02002141,1
S02001937,S02002142,1
S02001937,S02002150,2
S02001937,S02002151,2
S02001937,S02002154,2
S02001937,S02002156,1
S02001937,S02002166,6
S02001937,S02002167,1
S02001937,S02002168,1
S02001937,S02002176,4
S02001937,S02002185,1
S02001937,S02002186,3
S02001937,S02002188,1
S02001937,S02002198,1
S02001937,S02002255,1
S02001937,S02002256,2
S02001937,S02002262,2
S02001937,S02002272,2
S02001937,S02002274,9
S02001937,S02002275,2
S02001937,S02002278,5
S02001937,S02002281,1
S02001937,S02002282,6
S02001937,S02002324,1
S02001937,S02002333,1
S02001937,S02002336,2
S02001937,S02002341,4
S02001937,S02002348,4
S02001937,S02002350,1
S02001937,S02002361,1
S02001937,S02002373,1
S02001937,S02002384,2
S02001937,S02002391,2
S02001937,S02002396,1
S02001937,S02002398,1
S02001937,S02002401,1
S02001937,S02002405,1
S02001937,S02002408,1
S02001937,S02002415,1
S02001937,S02002421,1
S02001937,S02002422,1
S02001937,S02002425,1
S02001937,S02002427,1
S02001937,S02002435,2
S02001937,S02002436,3
S02001937,S02002447,4
S02001937,S02002453,1
S02001937,S02002454,1
S02001937,S02002461,6
S02001937,S02002462,1
S02001937,S02002463,4
S02001937,S02002471,2
S02001937,S02002475,1
S02001937,S02002476,1
S02001937,S02002490,1
S02001937,S02002492,1
S02001937,S02002496,1
S02001937,S02002504,1
S02001937,S02002512,1
S02001937,Wales,2
S02001938,England,1
S02001938,OD0000001,67
S02001938,OD0000003,35
S02001938,S02001390,3
S02001938,S02001504,1
S02001938,S02001508,1
S02001938,S02001509,2
S02001938,S02001511,2
S02001938,S02001514,1
S02001938,S02001516,1
S02001938,S02001523,1
S02001938,S02001524,4
S02001938,S02001527,1
S02001938,S02001544,1
S02001938,S02001561,3
S02001938,S02001564,1
S02001938,S02001566,1
S02001938,S02001571,1
S02001938,S02001575,1
S02001938,S02001621,1
S02001938,S02001622,2
S02001938,S02001643,1
S02001938,S02001683,1
S02001938,S02001717,1
S02001938,S02001727,1
S02001938,S02001845,2
S02001938,S02001855,5
S02001938,S02001856,2
S02001938,S02001860,7
S02001938,S02001861,3
S02001938,S02001864,1
S02001938,S02001865,1
S02001938,S02001867,1
S02001938,S02001868,1
S02001938,S02001869,1
S02001938,S02001872,1
S02001938,S02001877,1
S02001938,S02001887,1
S02001938,S02001889,3
S02001938,S02001890,6
S02001938,S02001891,2
S02001938,S02001894,4
S02001938,S02001897,1
S02001938,S02001907,2
S02001938,S02001910,1
S02001938,S02001913,1
S02001938,S02001915,1
S02001938,S02001916,3
S02001938,S02001918,1
S02001938,S02001919,1
S02001938,S02001920,2
S02001938,S02001921,2
S02001938,S02001924,9
S02001938,S02001926,2
S02001938,S02001927,3
S02001938,S02001928,1
S02001938,S02001931,1
S02001938,S02001932,40
S02001938,S02001933,58
S02001938,S02001934,95
S02001938,S02001935,13
S02001938,S02001936,24
S02001938,S02001937,4
S02001938,S02001938,14
S02001938,S02001939,6
S02001938,S02001941,10
S02001938,S02001942,1
S02001938,S02001945,1
S02001938,S02001946,3
S02001938,S02001948,1
S02001938,S02001949,2
S02001938,S02001950,1
S02001938,S02001951,3
S02001938,S02001952,41
S02001938,S02001953,11
S02001938,S02001955,2
S02001938,S02001957,6
S02001938,S02001958,15
S02001938,S02001959,1
S02001938,S02001961,1
S02001938,S02001969,1
S02001938,S02001971,1
S02001938,S02001972,2
S02001938,S02001976,2
S02001938,S02002037,1
S02001938,S02002046,1
S02001938,S02002139,1
S02001938,S02002142,2
S02001938,S02002176,1
S02001938,S02002186,1
S02001938,S02002196,1
S02001938,S02002256,4
S02001938,S02002259,1
S02001938,S02002270,2
S02001938,S02002271,1
S02001938,S02002274,1
S02001938,S02002278,6
S02001938,S02002282,8
S02001938,S02002288,3
S02001938,S02002333,1
S02001938,S02002348,1
S02001938,S02002369,1
S02001938,S02002391,2
S02001938,S02002404,1
S02001938,S02002408,1
S02001938,S02002414,1
S02001938,S02002427,3
S02001938,S02002430,1
S02001938,S02002433,2
S02001938,S02002435,1
S02001938,S02002447,3
S02001938,S02002453,1
S02001938,S02002456,1
S02001938,S02002457,1
S02001938,S02002461,2
S02001938,S02002471,4
S02001938,S02002473,2
S02001938,S02002475,1
S02001938,S02002476,3
S02001938,S02002481,1
S02001938,S02002488,1
S02001938,Wales,1
S02001939,England,7
S02001939,OD0000001,125
S02001939,OD0000003,77
S02001939,OD0000004,2
S02001939,S02001387,3
S02001939,S02001391,1
S02001939,S02001392,1
S02001939,S02001394,1
S02001939,S02001412,1
S02001939,S02001477,1
S02001939,S02001496,1
S02001939,S02001502,1
S02001939,S02001504,3
S02001939,S02001509,8
S02001939,S02001511,2
S02001939,S02001513,1
S02001939,S02001515,3
S02001939,S02001520,1
S02001939,S02001524,3
S02001939,S02001525,1
S02001939,S02001526,1
S02001939,S02001528,1
S02001939,S02001558,1
S02001939,S02001562,2
S02001939,S02001574,2
S02001939,S02001575,6
S02001939,S02001609,1
S02001939,S02001612,1
S02001939,S02001615,1
S02001939,S02001620,2
S02001939,S02001622,2
S02001939,S02001625,1
S02001939,S02001627,1
S02001939,S02001647,1
S02001939,S02001655,1
S02001939,S02001682,1
S02001939,S02001684,1
S02001939,S02001693,1
S02001939,S02001697,1
S02001939,S02001712,1
S02001939,S02001724,1
S02001939,S02001731,1
S02001939,S02001768,1
S02001939,S02001774,1
S02001939,S02001845,5
S02001939,S02001846,1
S02001939,S02001850,2
S02001939,S02001852,3
S02001939,S02001855,17
S02001939,S02001856,5
S02001939,S02001859,3
S02001939,S02001860,20
S02001939,S02001861,2
S02001939,S02001862,3
S02001939,S02001864,6
S02001939,S02001865,5
S02001939,S02001867,7
S02001939,S02001869,1
S02001939,S02001870,2
S02001939,S02001872,2
S02001939,S02001876,2
S02001939,S02001880,1
S02001939,S02001882,1
S02001939,S02001886,6
S02001939,S02001887,5
S02001939,S02001889,9
S02001939,S02001890,17
S02001939,S02001891,1
S02001939,S02001892,1
S02001939,S02001894,10
S02001939,S02001896,2
S02001939,S02001900,1
S02001939,S02001902,1
S02001939,S02001903,1
S02001939,S02001905,2
S02001939,S02001906,1
S02001939,S02001907,4
S02001939,S02001908,5
S02001939,S02001910,1
S02001939,S02001911,1
S02001939,S02001912,2
S02001939,S02001915,1
S02001939,S02001916,1
S02001939,S02001921,3
S02001939,S02001922,8
S02001939,S02001924,6
S02001939,S02001925,5
S02001939,S02001926,3
S02001939,S02001927,7
S02001939,S02001929,1
S02001939,S02001930,1
S02001939,S02001931,3
S02001939,S02001932,99
S02001939,S02001933,87
S02001939,S02001934,142
S02001939,S02001935,11
S02001939,S02001936,32
S02001939,S02001937,33
S02001939,S02001938,27
S02001939,S02001939,19
S02001939,S02001940,6
S02001939,S02001941,17
S02001939,S02001942,5
S02001939,S02001943,3
S02001939,S02001945,1
S02001939,S02001946,9
S02001939,S02001949,5
S02001939,S02001950,2
S02001939,S02001951,5
S02001939,S02001952,112
S02001939,S02001953,15
S02001939,S02001954,2
S02001939,S02001955,1
S02001939,S02001956,5
S02001939,S02001957,7
S02001939,S02001958,39
S02001939,S02001960,1
S02001939,S02001961,4
S02001939,S02001962,1
S02001939,S02001963,2
S02001939,S02001964,1
S02001939,S02001965,1
S02001939,S02001967,1
S02001939,S02001970,8
S02001939,S02001971,2
S02001939,S02001972,1
S02001939,S02001974,2
S02001939,S02001976,6
S02001939,S02002039,1
S02001939,S02002041,4
S02001939,S02002046,1
S02001939,S02002048,1
S02001939,S02002052,1
S02001939,S02002056,1
S02001939,S02002057,1
S02001939,S02002058,1
S02001939,S02002105,3
S02001939,S02002108,1
S02001939,S02002109,1
S02001939,S02002128,1
S02001939,S02002139,2
S02001939,S02002143,1
S02001939,S02002163,1
S02001939,S02002166,2
S02001939,S02002168,1
S02001939,S02002171,1
S02001939,S02002173,1
S02001939,S02002174,1
S02001939,S02002175,1
S02001939,S02002186,2
S02001939,S02002194,2
S02001939,S02002198,1
S02001939,S02002202,1
S02001939,S02002240,1
S02001939,S02002251,2
S02001939,S02002254,1
S02001939,S02002255,1
S02001939,S02002256,1
S02001939,S02002267,1
S02001939,S02002270,6
S02001939,S02002274,6
S02001939,S02002275,1
S02001939,S02002278,5
S02001939,S02002279,2
S02001939,S02002282,4
S02001939,S02002288,2
S02001939,S02002329,1
S02001939,S02002333,1
S02001939,S02002341,1
S02001939,S02002348,1
S02001939,S02002349,1
S02001939,S02002384,2
S02001939,S02002395,1
S02001939,S02002398,1
S02001939,S02002400,1
S02001939,S02002401,2
S02001939,S02002403,1
S02001939,S02002404,1
S02001939,S02002405,1
S02001939,S02002408,1
S02001939,S02002415,1
S02001939,S02002416,1
S02001939,S02002425,1
S02001939,S02002426,1
S02001939,S02002427,6
S02001939,S02002435,1
S02001939,S02002436,2
S02001939,S02002447,1
S02001939,S02002449,1
S02001939,S02002450,1
S02001939,S02002453,5
S02001939,S02002456,2
S02001939,S02002458,2
S02001939,S02002461,9
S02001939,S02002464,1
S02001939,S02002470,1
S02001939,S02002471,3
S02001939,S02002473,1
S02001939,S02002477,1
S02001939,S02002481,2
S02001939,S02002488,2
S02001939,S02002491,1
S02001940,OD0000001,91
S02001940,OD0000003,61
S02001940,S02001448,1
S02001940,S02001510,1
S02001940,S02001516,1
S02001940,S02001520,6
S02001940,S02001523,1
S02001940,S02001524,5
S02001940,S02001526,1
S02001940,S02001527,3
S02001940,S02001571,1
S02001940,S02001572,1
S02001940,S02001593,1
S02001940,S02001654,1
S02001940,S02001683,2
S02001940,S02001712,1
S02001940,S02001714,1
S02001940,S02001845,2
S02001940,S02001846,1
S02001940,S02001850,2
S02001940,S02001855,3
S02001940,S02001856,3
S02001940,S02001857,1
S02001940,S02001859,2
S02001940,S02001860,1
S02001940,S02001861,5
S02001940,S02001862,1
S02001940,S02001864,1
S02001940,S02001865,1
S02001940,S02001866,1
S02001940,S02001867,2
S02001940,S02001868,1
S02001940,S02001869,1
S02001940,S02001871,1
S02001940,S02001872,2
S02001940,S02001875,1
S02001940,S02001876,2
S02001940,S02001881,1
S02001940,S02001888,1
S02001940,S02001889,1
S02001940,S02001890,5
S02001940,S02001891,2
S02001940,S02001893,3
S02001940,S02001894,8
S02001940,S02001897,6
S02001940,S02001904,1
S02001940,S02001906,2
S02001940,S02001913,2
S02001940,S02001915,1
S02001940,S02001916,1
S02001940,S02001918,2
S02001940,S02001919,2
S02001940,S02001921,6
S02001940,S02001922,16
S02001940,S02001923,2
S02001940,S02001924,34
S02001940,S02001925,3
S02001940,S02001926,1
S02001940,S02001927,1
S02001940,S02001929,4
S02001940,S02001931,5
S02001940,S02001932,40
S02001940,S02001933,43
S02001940,S02001934,94
S02001940,S02001935,13
S02001940,S02001936,14
S02001940,S02001937,13
S02001940,S02001938,13
S02001940,S02001939,4
S02001940,S02001940,44
S02001940,S02001941,11
S02001940,S02001942,19
S02001940,S02001943,7
S02001940,S02001946,8
S02001940,S02001947,2
S02001940,S02001948,2
S02001940,S02001949,1
S02001940,S02001950,3
S02001940,S02001951,8
S02001940,S02001952,25
S02001940,S02001953,10
S02001940,S02001957,3
S02001940,S02001958,13
S02001940,S02001960,2
S02001940,S02001963,1
S02001940,S02001965,1
S02001940,S02001970,1
S02001940,S02001971,6
S02001940,S02001972,3
S02001940,S02001973,1
S02001940,S02001974,1
S02001940,S02001976,1
S02001940,S02002037,1
S02001940,S02002043,1
S02001940,S02002111,1
S02001940,S02002118,2
S02001940,S02002155,1
S02001940,S02002160,1
S02001940,S02002168,1
S02001940,S02002177,1
S02001940,S02002190,2
S02001940,S02002195,1
S02001940,S02002210,1
S02001940,S02002211,1
S02001940,S02002256,1
S02001940,S02002273,1
S02001940,S02002274,2
S02001940,S02002275,1
S02001940,S02002278,1
S02001940,S02002282,5
S02001940,S02002291,1
S02001940,S02002350,1
S02001940,S02002384,1
S02001940,S02002391,1
S02001940,S02002394,1
S02001940,S02002401,1
S02001940,S02002408,1
S02001940,S02002414,1
S02001940,S02002425,1
S02001940,S02002435,2
S02001940,S02002461,4
S02001940,S02002463,1
S02001941,England,5
S02001941,OD0000001,156
S02001941,OD0000002,1
S02001941,OD0000003,73
S02001941,OD0000004,1
S02001941,S02001250,1
S02001941,S02001264,1
S02001941,S02001384,1
S02001941,S02001387,1
S02001941,S02001389,2
S02001941,S02001394,1
S02001941,S02001402,1
S02001941,S02001418,2
S02001941,S02001448,1
S02001941,S02001501,1
S02001941,S02001504,1
S02001941,S02001507,1
S02001941,S02001509,1
S02001941,S02001510,1
S02001941,S02001511,2
S02001941,S02001513,2
S02001941,S02001515,7
S02001941,S02001516,1
S02001941,S02001517,1
S02001941,S02001520,3
S02001941,S02001524,4
S02001941,S02001527,6
S02001941,S02001528,1
S02001941,S02001532,2
S02001941,S02001533,1
S02001941,S02001558,3
S02001941,S02001563,3
S02001941,S02001571,1
S02001941,S02001574,3
S02001941,S02001577,3
S02001941,S02001586,2
S02001941,S02001607,1
S02001941,S02001620,2
S02001941,S02001621,3
S02001941,S02001622,2
S02001941,S02001623,1
S02001941,S02001660,2
S02001941,S02001683,3
S02001941,S02001712,1
S02001941,S02001719,1
S02001941,S02001818,1
S02001941,S02001842,1
S02001941,S02001844,1
S02001941,S02001845,3
S02001941,S02001847,1
S02001941,S02001850,6
S02001941,S02001852,1
S02001941,S02001854,2
S02001941,S02001855,13
S02001941,S02001856,10
S02001941,S02001858,1
S02001941,S02001859,4
S02001941,S02001860,19
S02001941,S02001861,4
S02001941,S02001862,5
S02001941,S02001866,1
S02001941,S02001867,5
S02001941,S02001868,1
S02001941,S02001869,1
S02001941,S02001870,4
S02001941,S02001873,5
S02001941,S02001876,1
S02001941,S02001882,1
S02001941,S02001883,1
S02001941,S02001886,1
S02001941,S02001888,1
S02001941,S02001889,4
S02001941,S02001890,13
S02001941,S02001891,6
S02001941,S02001894,7
S02001941,S02001896,2
S02001941,S02001897,8
S02001941,S02001900,3
S02001941,S02001901,1
S02001941,S02001903,1
S02001941,S02001906,3
S02001941,S02001907,3
S02001941,S02001908,7
S02001941,S02001909,2
S02001941,S02001910,2
S02001941,S02001912,2
S02001941,S02001913,2
S02001941,S02001919,4
S02001941,S02001920,3
S02001941,S02001921,4
S02001941,S02001922,9
S02001941,S02001923,3
S02001941,S02001924,10
S02001941,S02001925,7
S02001941,S02001926,2
S02001941,S02001927,5
S02001941,S02001929,2
S02001941,S02001930,1
S02001941,S02001931,3
S02001941,S02001932,117
S02001941,S02001933,86
S02001941,S02001934,198
S02001941,S02001935,20
S02001941,S02001936,47
S02001941,S02001937,26
S02001941,S02001938,20
S02001941,S02001939,20
S02001941,S02001940,8
S02001941,S02001941,46
S02001941,S02001942,9
S02001941,S02001943,5
S02001941,S02001945,1
S02001941,S02001946,19
S02001941,S02001947,2
S02001941,S02001948,4
S02001941,S02001949,6
S02001941,S02001950,9
S02001941,S02001951,4
S02001941,S02001952,208
S02001941,S02001953,31
S02001941,S02001954,3
S02001941,S02001955,1
S02001941,S02001956,7
S02001941,S02001957,13
S02001941,S02001958,33
S02001941,S02001959,3
S02001941,S02001960,6
S02001941,S02001961,2
S02001941,S02001962,3
S02001941,S02001963,4
S02001941,S02001964,1
S02001941,S02001966,1
S02001941,S02001967,1
S02001941,S02001968,4
S02001941,S02001970,10
S02001941,S02001971,6
S02001941,S02001973,2
S02001941,S02001974,1
S02001941,S02001976,8
S02001941,S02001977,1
S02001941,S02001978,1
S02001941,S02002036,2
S02001941,S02002037,1
S02001941,S02002041,1
S02001941,S02002049,2
S02001941,S02002091,1
S02001941,S02002099,1
S02001941,S02002108,1
S02001941,S02002131,3
S02001941,S02002135,1
S02001941,S02002137,1
S02001941,S02002139,1
S02001941,S02002148,1
S02001941,S02002159,1
S02001941,S02002160,1
S02001941,S02002166,3
S02001941,S02002169,1
S02001941,S02002171,1
S02001941,S02002175,1
S02001941,S02002177,1
S02001941,S02002182,1
S02001941,S02002184,1
S02001941,S02002185,1
S02001941,S02002186,4
S02001941,S02002195,1
S02001941,S02002198,1
S02001941,S02002200,1
S02001941,S02002202,3
S02001941,S02002222,1
S02001941,S02002245,1
S02001941,S02002255,2
S02001941,S02002256,3
S02001941,S02002259,1
S02001941,S02002263,1
S02001941,S02002270,1
S02001941,S02002273,3
S02001941,S02002274,9
S02001941,S02002275,1
S02001941,S02002277,2
S02001941,S02002278,5
S02001941,S02002280,1
S02001941,S02002282,8
S02001941,S02002284,1
S02001941,S02002287,1
S02001941,S02002291,1
S02001941,S02002333,1
S02001941,S02002343,1
S02001941,S02002344,1
S02001941,S02002345,2
S02001941,S02002351,1
S02001941,S02002380,1
S02001941,S02002384,1
S02001941,S02002391,1
S02001941,S02002394,1
S02001941,S02002398,2
S02001941,S02002408,1
S02001941,S02002409,5
S02001941,S02002416,2
S02001941,S02002419,2
S02001941,S02002421,1
S02001941,S02002423,1
S02001941,S02002425,3
S02001941,S02002426,1
S02001941,S02002427,2
S02001941,S02002447,1
S02001941,S02002448,4
S02001941,S02002450,2
S02001941,S02002453,2
S02001941,S02002461,22
S02001941,S02002462,2
S02001941,S02002463,2
S02001941,S02002464,1
S02001941,S02002468,1
S02001941,S02002475,3
S02001941,S02002476,1
S02001941,S02002483,1
S02001941,S02002486,1
S02001941,S02002488,3
S02001941,S02002491,1
S02001941,S02002492,1
S02001941,S02002503,1
S02001942,England,2
S02001942,OD0000001,134
S02001942,OD0000003,72
S02001942,S02001384,1
S02001942,S02001509,1
S02001942,S02001511,1
S02001942,S02001513,1
S02001942,S02001516,4
S02001942,S02001518,1
S02001942,S02001520,9
S02001942,S02001521,1
S02001942,S02001524,9
S02001942,S02001527,3
S02001942,S02001529,1
S02001942,S02001531,1
