Area of Usual Residence,Area of Workplace,Males
S02002304,S02002296,9
S02002304,S02002297,4
S02002304,S02002298,1
S02002304,S02002299,5
S02002304,S02002301,4
S02002304,S02002303,46
S02002304,S02002304,213
S02002304,S02002305,12
S02002304,S02002306,10
S02002304,S02002307,61
S02002304,S02002308,4
S02002304,S02002309,8
S02002304,S02002311,2
S02002304,S02002313,8
S02002304,S02002314,1
S02002304,S02002320,5
S02002304,S02002321,3
S02002304,Wales,1
S02002305,England,106
S02002305,OD0000001,253
S02002305,OD0000002,5
S02002305,OD0000003,153
S02002305,OD0000004,6
S02002305,S02001249,1
S02002305,S02001250,1
S02002305,S02001310,2
S02002305,S02001424,1
S02002305,S02001534,1
S02002305,S02001537,3
S02002305,S02001541,1
S02002305,S02001544,2
S02002305,S02001545,1
S02002305,S02001546,6
S02002305,S02001547,6
S02002305,S02001548,5
S02002305,S02001549,5
S02002305,S02001550,7
S02002305,S02001551,1
S02002305,S02001552,1
S02002305,S02001553,74
S02002305,S02001554,5
S02002305,S02001555,8
S02002305,S02001577,1
S02002305,S02001581,1
S02002305,S02001586,1
S02002305,S02001589,1
S02002305,S02001590,1
S02002305,S02001592,2
S02002305,S02001599,1
S02002305,S02001602,1
S02002305,S02001609,1
S02002305,S02001611,1
S02002305,S02001612,1
S02002305,S02001616,2
S02002305,S02001617,1
S02002305,S02001619,2
S02002305,S02001620,3
S02002305,S02001621,3
S02002305,S02001622,12
S02002305,S02001623,3
S02002305,S02001626,1
S02002305,S02001627,2
S02002305,S02001640,1
S02002305,S02001641,3
S02002305,S02001642,2
S02002305,S02001645,1
S02002305,S02001656,2
S02002305,S02001658,1
S02002305,S02001660,11
S02002305,S02001661,1
S02002305,S02001663,4
S02002305,S02001667,1
S02002305,S02001669,2
S02002305,S02001670,1
S02002305,S02001682,5
S02002305,S02001683,3
S02002305,S02001684,1
S02002305,S02001710,1
S02002305,S02001727,1
S02002305,S02001757,1
S02002305,S02001793,2
S02002305,S02001933,1
S02002305,S02001958,1
S02002305,S02001980,1
S02002305,S02002056,1
S02002305,S02002058,1
S02002305,S02002062,1
S02002305,S02002064,1
S02002305,S02002065,1
S02002305,S02002066,1
S02002305,S02002070,3
S02002305,S02002293,3
S02002305,S02002296,1
S02002305,S02002297,5
S02002305,S02002299,1
S02002305,S02002303,5
S02002305,S02002304,20
S02002305,S02002305,101
S02002305,S02002306,62
S02002305,S02002307,42
S02002305,S02002308,3
S02002305,S02002309,4
S02002305,S02002312,1
S02002305,S02002313,9
S02002305,S02002316,1
S02002305,S02002319,1
S02002305,S02002321,5
S02002305,S02002355,1
S02002305,S02002425,2
S02002305,S02002448,1
S02002305,S02002492,1
S02002306,England,116
S02002306,OD0000001,92
S02002306,OD0000002,8
S02002306,OD0000003,125
S02002306,OD0000004,8
S02002306,S02001256,1
S02002306,S02001264,1
S02002306,S02001370,1
S02002306,S02001371,1
S02002306,S02001544,1
S02002306,S02001546,1
S02002306,S02001547,1
S02002306,S02001548,2
S02002306,S02001549,2
S02002306,S02001550,1
S02002306,S02001551,1
S02002306,S02001553,39
S02002306,S02001554,5
S02002306,S02001555,5
S02002306,S02001576,1
S02002306,S02001586,1
S02002306,S02001592,1
S02002306,S02001600,1
S02002306,S02001620,2
S02002306,S02001622,2
S02002306,S02001627,1
S02002306,S02001640,1
S02002306,S02001648,1
S02002306,S02001651,1
S02002306,S02001657,1
S02002306,S02001660,2
S02002306,S02001669,1
S02002306,S02001683,2
S02002306,S02001710,1
S02002306,S02001732,1
S02002306,S02001765,1
S02002306,S02001780,3
S02002306,S02001889,1
S02002306,S02002058,4
S02002306,S02002063,1
S02002306,S02002065,2
S02002306,S02002070,1
S02002306,S02002232,1
S02002306,S02002297,3
S02002306,S02002299,6
S02002306,S02002303,7
S02002306,S02002304,38
S02002306,S02002305,44
S02002306,S02002306,198
S02002306,S02002307,61
S02002306,S02002308,4
S02002306,S02002309,2
S02002306,S02002313,3
S02002306,S02002314,1
S02002306,S02002316,1
S02002306,S02002317,4
S02002306,S02002318,2
S02002306,S02002320,1
S02002306,S02002321,3
S02002306,Wales,1
S02002307,England,141
S02002307,OD0000001,265
S02002307,OD0000002,5
S02002307,OD0000003,164
S02002307,S02001250,1
S02002307,S02001358,1
S02002307,S02001371,1
S02002307,S02001536,1
S02002307,S02001547,2
S02002307,S02001548,3
S02002307,S02001549,1
S02002307,S02001550,1
S02002307,S02001552,1
S02002307,S02001553,35
S02002307,S02001554,5
S02002307,S02001555,2
S02002307,S02001610,1
S02002307,S02001612,3
S02002307,S02001616,1
S02002307,S02001619,1
S02002307,S02001620,4
S02002307,S02001622,4
S02002307,S02001623,1
S02002307,S02001633,1
S02002307,S02001640,1
S02002307,S02001642,1
S02002307,S02001643,1
S02002307,S02001656,3
S02002307,S02001657,1
S02002307,S02001660,2
S02002307,S02001669,1
S02002307,S02001682,4
S02002307,S02001683,3
S02002307,S02001685,1
S02002307,S02001731,1
S02002307,S02001835,2
S02002307,S02001933,1
S02002307,S02001995,1
S02002307,S02002053,1
S02002307,S02002058,2
S02002307,S02002062,1
S02002307,S02002066,1
S02002307,S02002166,1
S02002307,S02002251,1
S02002307,S02002295,2
S02002307,S02002296,2
S02002307,S02002297,8
S02002307,S02002298,2
S02002307,S02002299,4
S02002307,S02002301,3
S02002307,S02002302,1
S02002307,S02002303,16
S02002307,S02002304,103
S02002307,S02002305,37
S02002307,S02002306,15
S02002307,S02002307,150
S02002307,S02002308,11
S02002307,S02002309,14
S02002307,S02002310,1
S02002307,S02002311,5
S02002307,S02002312,2
S02002307,S02002313,14
S02002307,S02002314,1
S02002307,S02002318,1
S02002307,S02002320,2
S02002307,S02002321,4
S02002307,S02002416,1
S02002307,S02002492,1
S02002308,England,59
S02002308,OD0000001,116
S02002308,OD0000002,1
S02002308,OD0000003,110
S02002308,OD0000004,1
S02002308,S02001261,1
S02002308,S02001546,1
S02002308,S02001549,2
S02002308,S02001553,3
S02002308,S02001555,1
S02002308,S02001581,2
S02002308,S02001620,1
S02002308,S02001622,4
S02002308,S02001642,1
S02002308,S02001643,1
S02002308,S02001647,1
S02002308,S02001655,1
S02002308,S02001660,2
S02002308,S02001682,2
S02002308,S02001683,1
S02002308,S02001732,1
S02002308,S02001897,1
S02002308,S02002051,1
S02002308,S02002056,1
S02002308,S02002058,1
S02002308,S02002066,1
S02002308,S02002067,2
S02002308,S02002296,1
S02002308,S02002297,7
S02002308,S02002298,1
S02002308,S02002299,3
S02002308,S02002300,1
S02002308,S02002301,3
S02002308,S02002302,1
S02002308,S02002303,13
S02002308,S02002304,49
S02002308,S02002306,2
S02002308,S02002307,19
S02002308,S02002308,107
S02002308,S02002309,42
S02002308,S02002310,9
S02002308,S02002311,18
S02002308,S02002312,3
S02002308,S02002313,6
S02002308,S02002314,8
S02002308,S02002315,1
S02002308,S02002317,2
S02002308,S02002319,3
S02002308,S02002320,4
S02002308,S02002321,3
S02002308,S02002333,1
S02002308,S02002355,1
S02002308,S02002481,1
S02002308,S02002492,1
S02002309,England,33
S02002309,OD0000001,320
S02002309,OD0000002,1
S02002309,OD0000003,187
S02002309,OD0000004,2
S02002309,S02001277,1
S02002309,S02001285,1
S02002309,S02001415,1
S02002309,S02001444,1
S02002309,S02001534,1
S02002309,S02001538,1
S02002309,S02001546,1
S02002309,S02001548,2
S02002309,S02001549,2
S02002309,S02001553,2
S02002309,S02001577,1
S02002309,S02001581,1
S02002309,S02001586,3
S02002309,S02001591,1
S02002309,S02001601,1
S02002309,S02001607,2
S02002309,S02001609,1
S02002309,S02001613,1
S02002309,S02001615,1
S02002309,S02001617,1
S02002309,S02001621,2
S02002309,S02001622,1
S02002309,S02001623,1
S02002309,S02001627,1
S02002309,S02001630,1
S02002309,S02001634,1
S02002309,S02001640,3
S02002309,S02001643,1
S02002309,S02001647,1
S02002309,S02001655,2
S02002309,S02001656,1
S02002309,S02001660,4
S02002309,S02001663,2
S02002309,S02001682,2
S02002309,S02001767,2
S02002309,S02001935,1
S02002309,S02002056,1
S02002309,S02002062,3
S02002309,S02002064,1
S02002309,S02002066,1
S02002309,S02002072,2
S02002309,S02002293,2
S02002309,S02002294,2
S02002309,S02002295,1
S02002309,S02002296,9
S02002309,S02002297,9
S02002309,S02002298,4
S02002309,S02002299,15
S02002309,S02002301,25
S02002309,S02002302,2
S02002309,S02002303,14
S02002309,S02002304,20
S02002309,S02002305,1
S02002309,S02002306,2
S02002309,S02002307,10
S02002309,S02002308,9
S02002309,S02002309,225
S02002309,S02002310,15
S02002309,S02002311,88
S02002309,S02002312,20
S02002309,S02002313,45
S02002309,S02002314,17
S02002309,S02002315,4
S02002309,S02002316,1
S02002309,S02002317,2
S02002309,S02002318,2
S02002309,S02002319,4
S02002309,S02002320,12
S02002309,S02002321,8
S02002309,S02002398,1
S02002309,S02002426,1
S02002309,S02002444,1
S02002309,S02002514,1
S02002310,England,19
S02002310,OD0000001,77
S02002310,OD0000002,2
S02002310,OD0000003,133
S02002310,OD0000004,1
S02002310,S02001358,1
S02002310,S02001546,1
S02002310,S02001547,1
S02002310,S02001549,2
S02002310,S02001555,1
S02002310,S02001581,1
S02002310,S02001588,1
S02002310,S02001593,1
S02002310,S02001607,1
S02002310,S02001612,1
S02002310,S02001620,2
S02002310,S02001627,2
S02002310,S02001631,1
S02002310,S02001661,1
S02002310,S02001667,1
S02002310,S02001670,1
S02002310,S02001682,1
S02002310,S02002057,1
S02002310,S02002058,1
S02002310,S02002062,3
S02002310,S02002063,2
S02002310,S02002282,1
S02002310,S02002292,2
S02002310,S02002293,1
S02002310,S02002295,1
S02002310,S02002296,10
S02002310,S02002297,9
S02002310,S02002298,1
S02002310,S02002299,12
S02002310,S02002300,4
S02002310,S02002301,13
S02002310,S02002302,2
S02002310,S02002303,25
S02002310,S02002304,13
S02002310,S02002305,1
S02002310,S02002306,3
S02002310,S02002307,5
S02002310,S02002308,16
S02002310,S02002309,204
S02002310,S02002310,24
S02002310,S02002311,115
S02002310,S02002312,14
S02002310,S02002313,33
S02002310,S02002314,14
S02002310,S02002315,1
S02002310,S02002316,2
S02002310,S02002317,2
S02002310,S02002318,2
S02002310,S02002319,3
S02002310,S02002320,7
S02002310,S02002321,8
S02002310,S02002356,1
S02002311,England,10
S02002311,OD0000001,60
S02002311,OD0000002,3
S02002311,OD0000003,86
S02002311,S02001538,1
S02002311,S02001601,1
S02002311,S02001613,1
S02002311,S02001616,2
S02002311,S02001620,1
S02002311,S02001627,3
S02002311,S02001630,1
S02002311,S02001643,1
S02002311,S02001647,1
S02002311,S02001657,1
S02002311,S02001682,3
S02002311,S02001908,1
S02002311,S02002063,2
S02002311,S02002067,2
S02002311,S02002068,2
S02002311,S02002292,1
S02002311,S02002295,2
S02002311,S02002296,11
S02002311,S02002297,5
S02002311,S02002298,1
S02002311,S02002299,9
S02002311,S02002301,8
S02002311,S02002302,2
S02002311,S02002303,6
S02002311,S02002304,12
S02002311,S02002306,2
S02002311,S02002307,1
S02002311,S02002308,9
S02002311,S02002309,127
S02002311,S02002310,15
S02002311,S02002311,68
S02002311,S02002312,16
S02002311,S02002313,25
S02002311,S02002314,12
S02002311,S02002315,3
S02002311,S02002317,5
S02002311,S02002318,2
S02002311,S02002319,3
S02002311,S02002320,5
S02002311,S02002321,7
S02002311,S02002355,1
S02002311,S02002482,2
S02002312,England,28
S02002312,OD0000001,230
S02002312,OD0000002,1
S02002312,OD0000003,137
S02002312,OD0000004,3
S02002312,S02001438,1
S02002312,S02001537,1
S02002312,S02001538,1
S02002312,S02001547,3
S02002312,S02001581,1
S02002312,S02001588,1
S02002312,S02001599,2
S02002312,S02001609,1
S02002312,S02001620,3
S02002312,S02001622,2
S02002312,S02001626,2
S02002312,S02001627,1
S02002312,S02001630,1
S02002312,S02001631,1
S02002312,S02001632,1
S02002312,S02001640,2
S02002312,S02001651,1
S02002312,S02001655,1
S02002312,S02001656,2
S02002312,S02001660,1
S02002312,S02001670,1
S02002312,S02001682,1
S02002312,S02001683,2
S02002312,S02001714,1
S02002312,S02001757,1
S02002312,S02002054,1
S02002312,S02002056,1
S02002312,S02002063,4
S02002312,S02002084,1
S02002312,S02002176,1
S02002312,S02002277,1
S02002312,S02002292,2
S02002312,S02002295,1
S02002312,S02002296,7
S02002312,S02002297,10
S02002312,S02002298,2
S02002312,S02002299,14
S02002312,S02002300,4
S02002312,S02002301,18
S02002312,S02002302,1
S02002312,S02002303,2
S02002312,S02002304,2
S02002312,S02002306,1
S02002312,S02002307,1
S02002312,S02002308,5
S02002312,S02002309,31
S02002312,S02002310,9
S02002312,S02002311,15
S02002312,S02002312,70
S02002312,S02002313,29
S02002312,S02002314,71
S02002312,S02002315,8
S02002312,S02002316,2
S02002312,S02002317,11
S02002312,S02002318,4
S02002312,S02002319,6
S02002312,S02002320,12
S02002312,S02002321,13
S02002312,S02002366,1
S02002312,S02002481,1
S02002313,England,14
S02002313,OD0000001,151
S02002313,OD0000002,1
S02002313,OD0000003,142
S02002313,OD0000004,4
S02002313,S02001256,1
S02002313,S02001350,1
S02002313,S02001371,1
S02002313,S02001387,1
S02002313,S02001535,1
S02002313,S02001538,2
S02002313,S02001547,1
S02002313,S02001553,1
S02002313,S02001577,1
S02002313,S02001601,1
S02002313,S02001607,2
S02002313,S02001611,4
S02002313,S02001615,1
S02002313,S02001619,1
S02002313,S02001620,4
S02002313,S02001621,1
S02002313,S02001622,3
S02002313,S02001623,1
S02002313,S02001627,1
S02002313,S02001640,1
S02002313,S02001642,4
S02002313,S02001649,1
S02002313,S02001655,1
S02002313,S02001656,2
S02002313,S02001660,3
S02002313,S02001661,2
S02002313,S02001662,2
S02002313,S02001663,1
S02002313,S02001667,1
S02002313,S02001680,1
S02002313,S02001682,5
S02002313,S02001684,1
S02002313,S02001713,1
S02002313,S02001734,1
S02002313,S02001855,1
S02002313,S02001856,1
S02002313,S02001897,1
S02002313,S02002058,2
S02002313,S02002061,1
S02002313,S02002062,2
S02002313,S02002063,3
S02002313,S02002067,2
S02002313,S02002069,1
S02002313,S02002159,1
S02002313,S02002166,1
S02002313,S02002215,1
S02002313,S02002252,1
S02002313,S02002293,2
S02002313,S02002294,2
S02002313,S02002296,31
S02002313,S02002297,35
S02002313,S02002298,11
S02002313,S02002299,36
S02002313,S02002300,6
S02002313,S02002301,54
S02002313,S02002302,9
S02002313,S02002303,2
S02002313,S02002304,6
S02002313,S02002305,2
S02002313,S02002307,2
S02002313,S02002308,6
S02002313,S02002309,26
S02002313,S02002310,3
S02002313,S02002311,9
S02002313,S02002312,8
S02002313,S02002313,158
S02002313,S02002314,16
S02002313,S02002315,6
S02002313,S02002316,5
S02002313,S02002317,7
S02002313,S02002318,5
S02002313,S02002319,6
S02002313,S02002320,30
S02002313,S02002321,37
S02002313,S02002375,1
S02002313,S02002440,1
S02002313,S02002453,1
S02002313,S02002481,1
S02002313,S02002486,1
S02002314,England,22
S02002314,OD0000001,95
S02002314,OD0000002,4
S02002314,OD0000003,223
S02002314,OD0000004,2
S02002314,S02001302,1
S02002314,S02001438,2
S02002314,S02001441,1
S02002314,S02001534,1
S02002314,S02001549,1
S02002314,S02001553,2
S02002314,S02001588,1
S02002314,S02001593,1
S02002314,S02001599,1
S02002314,S02001620,3
S02002314,S02001621,1
S02002314,S02001622,4
S02002314,S02001631,1
S02002314,S02001660,2
S02002314,S02001670,1
S02002314,S02001683,1
S02002314,S02001744,1
S02002314,S02001762,1
S02002314,S02001934,1
S02002314,S02001988,1
S02002314,S02002051,1
S02002314,S02002057,1
S02002314,S02002062,4
S02002314,S02002063,1
S02002314,S02002064,1
S02002314,S02002070,1
S02002314,S02002166,1
S02002314,S02002279,1
S02002314,S02002296,3
S02002314,S02002297,19
S02002314,S02002298,5
S02002314,S02002299,22
S02002314,S02002300,1
S02002314,S02002301,17
S02002314,S02002302,4
S02002314,S02002303,3
S02002314,S02002304,5
S02002314,S02002307,1
S02002314,S02002308,3
S02002314,S02002309,39
S02002314,S02002310,2
S02002314,S02002311,8
S02002314,S02002312,127
S02002314,S02002313,31
S02002314,S02002314,219
S02002314,S02002315,9
S02002314,S02002316,6
S02002314,S02002317,9
S02002314,S02002318,8
S02002314,S02002319,4
S02002314,S02002320,11
S02002314,S02002321,26
S02002314,S02002399,1
S02002314,S02002444,1
S02002314,S02002514,1
S02002315,England,68
S02002315,OD0000001,327
S02002315,OD0000002,1
S02002315,OD0000003,190
S02002315,OD0000004,6
S02002315,S02001245,1
S02002315,S02001275,1
S02002315,S02001370,2
S02002315,S02001438,15
S02002315,S02001441,2
S02002315,S02001444,3
S02002315,S02001546,1
S02002315,S02001549,1
S02002315,S02001555,1
S02002315,S02001577,2
S02002315,S02001589,1
S02002315,S02001593,1
S02002315,S02001607,1
S02002315,S02001609,1
S02002315,S02001611,1
S02002315,S02001620,4
S02002315,S02001621,2
S02002315,S02001622,2
S02002315,S02001627,3
S02002315,S02001649,1
S02002315,S02001657,1
S02002315,S02001660,2
S02002315,S02001663,1
S02002315,S02001667,1
S02002315,S02001682,1
S02002315,S02001737,1
S02002315,S02001780,1
S02002315,S02001887,1
S02002315,S02001929,1
S02002315,S02001934,5
S02002315,S02001978,1
S02002315,S02002062,2
S02002315,S02002063,1
S02002315,S02002067,1
S02002315,S02002192,1
S02002315,S02002253,1
S02002315,S02002292,3
S02002315,S02002293,2
S02002315,S02002295,1
S02002315,S02002296,5
S02002315,S02002297,9
S02002315,S02002298,1
S02002315,S02002299,15
S02002315,S02002300,1
S02002315,S02002301,6
S02002315,S02002304,1
S02002315,S02002307,2
S02002315,S02002308,2
S02002315,S02002309,7
S02002315,S02002310,2
S02002315,S02002311,3
S02002315,S02002312,12
S02002315,S02002313,18
S02002315,S02002314,21
S02002315,S02002315,94
S02002315,S02002316,29
S02002315,S02002317,73
S02002315,S02002318,34
S02002315,S02002319,33
S02002315,S02002320,7
S02002315,S02002321,13
S02002316,England,11
S02002316,NI,1
S02002316,OD0000001,71
S02002316,OD0000003,108
S02002316,OD0000004,1
S02002316,S02001424,1
S02002316,S02001553,1
S02002316,S02001581,3
S02002316,S02001586,1
S02002316,S02001592,1
S02002316,S02001598,1
S02002316,S02001622,3
S02002316,S02001633,1
S02002316,S02001647,1
S02002316,S02001652,2
S02002316,S02001656,1
S02002316,S02001934,2
S02002316,S02002061,1
S02002316,S02002063,1
S02002316,S02002146,1
S02002316,S02002292,1
S02002316,S02002293,2
S02002316,S02002295,1
S02002316,S02002296,2
S02002316,S02002297,14
S02002316,S02002298,1
S02002316,S02002299,12
S02002316,S02002300,1
S02002316,S02002301,9
S02002316,S02002302,2
S02002316,S02002304,16
S02002316,S02002305,1
S02002316,S02002307,1
S02002316,S02002309,11
S02002316,S02002310,2
S02002316,S02002311,2
S02002316,S02002312,5
S02002316,S02002313,7
S02002316,S02002314,22
S02002316,S02002315,21
S02002316,S02002316,56
S02002316,S02002317,68
S02002316,S02002318,39
S02002316,S02002319,44
S02002316,S02002320,12
S02002316,S02002321,24
S02002317,England,16
S02002317,OD0000001,95
S02002317,OD0000002,6
S02002317,OD0000003,174
S02002317,OD0000004,5
S02002317,S02001250,1
S02002317,S02001277,1
S02002317,S02001278,1
S02002317,S02001384,1
S02002317,S02001430,1
S02002317,S02001438,3
S02002317,S02001440,1
S02002317,S02001581,4
S02002317,S02001593,2
S02002317,S02001607,1
S02002317,S02001620,2
S02002317,S02001621,1
S02002317,S02001622,1
S02002317,S02001627,2
S02002317,S02001631,1
S02002317,S02001632,1
S02002317,S02001651,1
S02002317,S02001654,1
S02002317,S02001669,1
S02002317,S02001765,1
S02002317,S02001933,1
S02002317,S02001962,1
S02002317,S02002006,1
S02002317,S02002058,1
S02002317,S02002062,5
S02002317,S02002066,1
S02002317,S02002092,1
S02002317,S02002112,1
S02002317,S02002139,1
S02002317,S02002155,1
S02002317,S02002156,1
S02002317,S02002165,1
S02002317,S02002292,5
S02002317,S02002293,2
S02002317,S02002295,3
S02002317,S02002297,24
S02002317,S02002298,3
S02002317,S02002299,25
S02002317,S02002300,1
S02002317,S02002301,21
S02002317,S02002304,2
S02002317,S02002305,1
S02002317,S02002308,2
S02002317,S02002309,18
S02002317,S02002311,4
S02002317,S02002312,7
S02002317,S02002313,40
S02002317,S02002314,35
S02002317,S02002315,39
S02002317,S02002316,85
S02002317,S02002317,190
S02002317,S02002318,134
S02002317,S02002319,73
S02002317,S02002320,10
S02002317,S02002321,45
S02002317,S02002391,1
S02002317,S02002481,1
S02002317,S02002514,1
S02002318,England,14
S02002318,NI,1
S02002318,OD0000001,80
S02002318,OD0000002,1
S02002318,OD0000003,134
S02002318,OD0000004,2
S02002318,S02001277,1
S02002318,S02001438,3
S02002318,S02001444,1
S02002318,S02001534,1
S02002318,S02001549,1
S02002318,S02001554,1
S02002318,S02001577,1
S02002318,S02001581,1
S02002318,S02001592,1
S02002318,S02001607,1
S02002318,S02001612,1
S02002318,S02001620,3
S02002318,S02001621,3
S02002318,S02001632,1
S02002318,S02001659,1
S02002318,S02001663,2
S02002318,S02001682,1
S02002318,S02001944,1
S02002318,S02002051,1
S02002318,S02002058,1
S02002318,S02002061,1
S02002318,S02002065,2
S02002318,S02002066,1
S02002318,S02002221,1
S02002318,S02002292,1
S02002318,S02002293,1
S02002318,S02002295,1
S02002318,S02002296,1
S02002318,S02002297,14
S02002318,S02002298,2
S02002318,S02002299,20
S02002318,S02002300,2
S02002318,S02002301,16
S02002318,S02002303,1
S02002318,S02002304,4
S02002318,S02002307,2
S02002318,S02002309,5
S02002318,S02002311,8
S02002318,S02002312,11
S02002318,S02002313,18
S02002318,S02002314,13
S02002318,S02002315,46
S02002318,S02002316,54
S02002318,S02002317,98
S02002318,S02002318,95
S02002318,S02002319,75
S02002318,S02002320,5
S02002318,S02002321,45
S02002318,S02002482,1
S02002318,S02002492,1
S02002319,England,14
S02002319,OD0000001,66
S02002319,OD0000002,1
S02002319,OD0000003,123
S02002319,S02001438,3
S02002319,S02001581,1
S02002319,S02001586,2
S02002319,S02001587,1
S02002319,S02001592,3
S02002319,S02001604,2
S02002319,S02001612,1
S02002319,S02001616,1
S02002319,S02001620,2
S02002319,S02001622,3
S02002319,S02001631,1
S02002319,S02001655,2
S02002319,S02001661,1
S02002319,S02001681,1
S02002319,S02001682,2
S02002319,S02001683,1
S02002319,S02001737,1
S02002319,S02001745,2
S02002319,S02001746,1
S02002319,S02002056,1
S02002319,S02002058,2
S02002319,S02002062,1
S02002319,S02002063,1
S02002319,S02002066,1
S02002319,S02002070,1
S02002319,S02002168,1
S02002319,S02002292,1
S02002319,S02002293,3
S02002319,S02002294,2
S02002319,S02002295,3
S02002319,S02002296,6
S02002319,S02002297,19
S02002319,S02002298,2
S02002319,S02002299,24
S02002319,S02002300,3
S02002319,S02002301,10
S02002319,S02002303,1
S02002319,S02002304,9
S02002319,S02002309,22
S02002319,S02002310,1
S02002319,S02002311,11
S02002319,S02002312,6
S02002319,S02002313,20
S02002319,S02002314,30
S02002319,S02002315,32
S02002319,S02002316,75
S02002319,S02002317,102
S02002319,S02002318,85
S02002319,S02002319,105
S02002319,S02002320,11
S02002319,S02002321,51
S02002319,S02002480,1
S02002319,S02002514,1
S02002320,England,18
S02002320,OD0000001,247
S02002320,OD0000002,1
S02002320,OD0000003,118
S02002320,OD0000004,1
S02002320,S02001264,1
S02002320,S02001420,1
S02002320,S02001546,1
S02002320,S02001547,1
S02002320,S02001549,1
S02002320,S02001553,2
S02002320,S02001577,2
S02002320,S02001584,1
S02002320,S02001586,1
S02002320,S02001590,1
S02002320,S02001602,1
S02002320,S02001609,2
S02002320,S02001611,1
S02002320,S02001612,1
S02002320,S02001616,1
S02002320,S02001620,1
S02002320,S02001622,5
S02002320,S02001623,1
S02002320,S02001631,1
S02002320,S02001642,1
S02002320,S02001655,1
S02002320,S02001656,1
S02002320,S02001657,1
S02002320,S02001660,2
S02002320,S02001667,2
S02002320,S02001670,1
S02002320,S02001682,3
S02002320,S02001683,1
S02002320,S02001757,1
S02002320,S02001934,2
S02002320,S02002052,1
S02002320,S02002056,1
S02002320,S02002062,1
S02002320,S02002063,2
S02002320,S02002066,1
S02002320,S02002069,1
S02002320,S02002070,1
S02002320,S02002225,1
S02002320,S02002232,1
S02002320,S02002293,5
S02002320,S02002294,2
S02002320,S02002295,5
S02002320,S02002296,12
S02002320,S02002297,22
S02002320,S02002298,7
S02002320,S02002299,20
S02002320,S02002300,3
S02002320,S02002301,19
S02002320,S02002302,3
S02002320,S02002303,1
S02002320,S02002304,4
S02002320,S02002307,1
S02002320,S02002308,1
S02002320,S02002309,3
S02002320,S02002310,1
S02002320,S02002311,3
S02002320,S02002312,2
S02002320,S02002313,34
S02002320,S02002314,8
S02002320,S02002315,6
S02002320,S02002316,5
S02002320,S02002317,13
S02002320,S02002318,1
S02002320,S02002319,5
S02002320,S02002320,59
S02002320,S02002321,58
S02002320,S02002408,1
S02002320,S02002425,1
S02002320,S02002502,1
S02002321,England,20
S02002321,OD0000001,136
S02002321,OD0000002,7
S02002321,OD0000003,258
S02002321,OD0000004,4
S02002321,S02001250,1
S02002321,S02001436,1
S02002321,S02001516,1
S02002321,S02001534,2
S02002321,S02001535,2
S02002321,S02001548,1
S02002321,S02001549,2
S02002321,S02001577,1
S02002321,S02001581,1
S02002321,S02001586,4
S02002321,S02001588,1
S02002321,S02001590,1
S02002321,S02001593,1
S02002321,S02001601,1
S02002321,S02001602,1
S02002321,S02001609,1
S02002321,S02001616,1
S02002321,S02001619,2
S02002321,S02001620,10
S02002321,S02001622,4
S02002321,S02001626,1
S02002321,S02001627,1
S02002321,S02001631,2
S02002321,S02001632,1
S02002321,S02001640,2
S02002321,S02001642,1
S02002321,S02001643,1
S02002321,S02001644,3
S02002321,S02001653,2
S02002321,S02001655,1
S02002321,S02001657,2
S02002321,S02001660,5
S02002321,S02001661,2
S02002321,S02001663,2
S02002321,S02001667,1
S02002321,S02001670,3
S02002321,S02001679,1
S02002321,S02001682,6
S02002321,S02001683,2
S02002321,S02001684,1
S02002321,S02001714,1
S02002321,S02001718,1
S02002321,S02001747,1
S02002321,S02002051,3
S02002321,S02002054,1
S02002321,S02002056,2
S02002321,S02002057,1
S02002321,S02002058,1
S02002321,S02002059,1
S02002321,S02002063,2
S02002321,S02002066,3
S02002321,S02002067,1
S02002321,S02002160,1
S02002321,S02002279,1
S02002321,S02002292,5
S02002321,S02002293,11
S02002321,S02002294,9
S02002321,S02002295,13
S02002321,S02002296,14
S02002321,S02002297,65
S02002321,S02002298,20
S02002321,S02002299,93
S02002321,S02002300,12
S02002321,S02002301,67
S02002321,S02002302,1
S02002321,S02002303,2
S02002321,S02002304,6
S02002321,S02002305,1
S02002321,S02002308,2
S02002321,S02002309,18
S02002321,S02002310,4
S02002321,S02002311,4
S02002321,S02002312,7
S02002321,S02002313,57
S02002321,S02002314,12
S02002321,S02002315,7
S02002321,S02002316,7
S02002321,S02002317,22
S02002321,S02002318,15
S02002321,S02002319,23
S02002321,S02002320,65
S02002321,S02002321,343
S02002321,S02002340,1
S02002321,S02002366,1
S02002321,S02002428,1
S02002321,S02002440,1
S02002321,S02002457,1
S02002321,S02002481,1
S02002321,S02002482,1
S02002322,England,2
S02002322,OD0000001,138
S02002322,OD0000002,9
S02002322,OD0000003,120
S02002322,OD0000004,4
S02002322,S02001256,1
S02002322,S02001261,1
S02002322,S02001265,1
S02002322,S02001277,3
S02002322,S02001278,1
S02002322,S02001282,2
S02002322,S02001306,1
S02002322,S02001313,1
S02002322,S02001336,1
S02002322,S02001581,1
S02002322,S02001660,1
S02002322,S02002322,155
S02002322,S02002323,19
S02002322,S02002324,414
S02002322,S02002325,44
S02002322,S02002326,6
S02002322,S02002327,63
S02002322,S02002328,4
S02002323,England,3
S02002323,OD0000001,71
